Valor_ADC_12bits	Frecuencia
1414	5
1415	6
1416	5
1417	5
1418	3
1419	4
1420	5
1421	2
1422	3
1423	5
1424	6
1425	6
1426	3
1427	4
1428	4
1429	2
1430	2
1431	5
1433	6
1434	1
1435	6
1436	4
1437	4
1438	6
1439	5
1440	6
1441	5
1442	5
1443	6
1444	10
1446	5
1447	3
1448	8
1449	8
1450	3
1451	6
1452	2
1453	6
1454	6
1455	5
1457	6
1458	4
1459	3
1460	5
1461	3
1462	1
1463	3
1465	2
1466	5
1467	6
1468	6
1469	9
1470	11
1471	3
1472	5
1473	7
1474	5
1475	4
1476	2
1477	4
1478	3
1479	5
1480	5
1481	7
1482	5
1483	6
1484	3
1485	3
1486	9
1487	2
1488	3
1489	6
1490	3
1491	4
1492	6
1493	7
1494	4
1495	1
1496	4
1497	5
1498	1
1499	5
1500	2
1501	6
1502	3
1503	3
1504	3
1505	8
1506	2
1507	3
1508	5
1509	5
1510	2
1511	2
1512	4
1513	7
1514	4
1515	5
1516	7
1517	3
1518	3
1519	2
1520	5
1521	7
1522	3
1523	3
1524	2
1525	3
1526	4
1527	3
1528	1
1529	3
1530	7
1531	6
1532	3
1533	11
1534	1
1536	11
1537	5
1538	4
1539	5
1540	2
1541	4
1542	6
1543	6
1544	8
1545	5
1546	4
1547	7
1548	1
1550	4
1551	3
1552	3
1553	3
1554	1
1555	6
1556	3
1557	4
1558	4
1559	4
1560	3
1561	4
1562	4
1563	6
1564	3
1565	3
1566	4
1567	3
1568	4
1569	3
1570	1
1571	8
1572	5
1573	1
1574	5
1575	5
1576	3
1577	6
1578	3
1579	2
1580	3
1581	3
1582	6
1583	3
1584	6
1585	5
1586	6
1587	4
1588	2
1589	6
1590	6
1592	3
1593	2
1594	1
1595	2
1596	6
1597	5
1598	5
1599	7
1600	5
1601	2
1602	2
1603	5
1604	4
1605	4
1606	4
1607	4
1608	4
1609	5
1610	3
1611	4
1612	3
1613	4
1614	4
1615	7
1616	8
1617	5
1618	5
1619	6
1620	4
1621	13
1622	7
1623	2
1624	6
1625	2
1626	9
1627	6
1628	6
1629	2
1630	3
1631	2
1632	4
1633	4
1634	3
1635	4
1636	4
1637	4
1638	4
1639	2
1640	2
1641	5
1642	6
1643	3
1644	5
1645	5
1646	6
1647	8
1648	2
1649	5
1650	4
1651	8
1652	1
1653	2
1654	7
1655	3
1656	3
1658	5
1659	4
1660	2
1661	3
1662	4
1663	1
1664	7
1665	2
1666	4
1667	2
1668	4
1669	2
1670	1
1671	5
1672	3
1673	4
1674	8
1675	2
1676	3
1677	5
1678	4
1679	2
1680	6
1681	4
1682	2
1683	7
1684	10
1685	3
1686	6
1687	2
1688	6
1689	7
1690	5
1691	3
1692	4
1693	6
1694	5
1695	3
1696	2
1697	7
1698	3
1699	3
1700	6
1701	7
1702	5
1703	1
1704	3
1705	4
1706	5
1707	3
1708	2
1709	3
1710	8
1711	2
1712	5
1713	3
1714	1
1715	2
1716	6
1717	1
1718	3
1719	4
1720	1
1721	7
1722	6
1723	4
1724	4
1725	4
1726	3
1727	9
1728	2
1729	4
1730	3
1731	4
1732	5
1733	3
1734	6
1735	3
1736	3
1737	2
1738	4
1739	2
1740	4
1741	2
1742	2
1743	3
1744	3
1745	2
1746	4
1748	4
1749	3
1750	10
1751	3
1752	5
1753	4
1754	1
1755	1
1756	6
1757	1
1758	3
1759	1
1760	8
1762	1
1763	3
1764	6
1765	1
1766	4
1767	2
1768	2
1769	4
1770	7
1771	2
1772	2
1773	4
1774	4
1775	1
1776	3
1777	4
1778	8
1779	4
1780	3
1781	4
1782	6
1783	2
1784	5
1785	6
1786	6
1787	1
1788	5
1789	2
1790	3
1791	4
1792	6
1793	3
1794	7
1795	5
1796	2
1797	3
1798	1
1799	3
1800	6
1801	2
1802	5
1803	2
1804	8
1805	5
1806	4
1807	4
1808	3
1809	2
1811	4
1812	2
1813	3
1814	6
1815	1
1816	5
1817	5
1818	3
1819	4
1820	1
1821	4
1822	2
1823	1
1824	3
1825	2
1826	1
1827	4
1828	2
1829	3
1830	2
1832	2
1833	3
1834	2
1835	3
1836	6
1837	3
1838	6
1839	4
1840	3
1841	3
1842	3
1844	1
1845	3
1846	1
1847	3
1848	3
1849	4
1850	3
1851	3
1852	3
1853	5
1854	5
1855	5
1856	9
1857	2
1858	2
1859	2
1860	4
1861	4
1862	3
1863	1
1864	2
1865	3
1866	6
1867	3
1868	4
1869	2
1870	9
1871	5
1872	6
1873	3
1874	9
1875	3
1876	3
1877	1
1878	5
1879	1
1880	5
1881	1
1882	1
1883	6
1884	3
1885	2
1886	1
1887	2
1888	6
1889	6
1890	3
1891	5
1892	5
1893	1
1894	1
1895	2
1896	6
1897	3
1898	4
1899	3
1900	5
1901	2
1902	5
1903	2
1904	6
1905	1
1906	3
1907	3
1908	2
1909	6
1910	4
1911	1
1912	3
1913	3
1914	5
1915	4
1916	5
1917	5
1918	5
1920	4
1921	4
1922	4
1923	2
1924	6
1925	9
1926	4
1927	1
1928	1
1929	6
1930	3
1931	4
1933	3
1934	2
1936	7
1937	7
1938	3
1939	6
1940	1
1941	3
1942	4
1943	7
1944	4
1945	5
1946	4
1947	5
1948	1
1949	5
1950	3
1951	2
1953	4
1954	1
1955	5
1956	3
1957	4
1958	3
1959	6
1960	4
1961	3
1962	4
1963	2
1964	3
1965	4
1966	2
1968	6
1969	3
1970	6
1971	2
1972	5
1973	3
1974	2
1975	3
1976	4
1977	3
1978	1
1979	4
1980	3
1981	5
1982	4
1983	9
1984	4
1985	3
1986	2
1987	5
1988	4
1989	5
1991	5
1992	6
1993	1
1994	7
1995	5
1996	3
1998	4
1999	2
2000	3
2001	5
2002	7
2003	9
2004	5
2005	5
2006	7
2007	3
2008	3
2009	2
2010	2
2011	6
2012	6
2013	5
2014	5
2015	4
2016	6
2017	3
2018	2
2019	2
2020	2
2021	7
2022	2
2023	1
2024	5
2025	2
2026	3
2027	4
2028	4
2029	6
2030	5
2031	6
2032	2
2034	2
2035	7
2036	5
2037	3
2038	6
2039	3
2040	6
2041	3
2042	2
2043	6
2044	1
2045	1
2046	4
2048	8
2049	2
2050	6
2051	2
2052	3
2053	3
2054	4
2055	1
2056	4
2057	2
2058	4
2059	5
2060	5
2061	1
2062	6
2064	3
2065	6
2066	3
2067	7
2068	4
2069	1
2070	5
2072	4
2073	1
2074	5
2075	4
2076	3
2077	5
2078	2
2079	1
2080	4
2082	3
2083	2
2084	8
2085	5
2086	4
2087	2
2088	5
2089	4
2090	4
2091	6
2092	1
2093	7
2094	5
2095	6
2096	7
2097	3
2098	3
2099	6
2100	8
2101	2
2102	7
2103	2
2104	5
2105	1
2106	2
2107	8
2108	3
2109	3
2110	3
2111	4
2112	6
2113	5
2114	4
2115	6
2116	4
2117	3
2118	11
2119	4
2120	2
2121	4
2122	4
2123	4
2124	5
2125	3
2126	4
2127	4
2128	4
2129	3
2130	3
2131	2
2132	1
2133	2
2134	1
2135	3
2136	4
2137	6
2138	3
2139	2
2140	3
2141	3
2142	3
2143	5
2144	9
2145	6
2146	4
2147	1
2148	2
2149	4
2150	5
2152	4
2153	4
2154	3
2155	7
2156	5
2157	2
2158	3
2160	4
2161	4
2162	6
2163	7
2164	3
2166	3
2167	3
2168	2
2169	1
2170	3
2171	3
2172	8
2173	2
2174	2
2175	2
2176	5
2178	6
2179	3
2180	11
2181	3
2182	3
2183	1
2184	2
2185	3
2186	4
2187	3
2188	4
2189	2
2190	5
2191	4
2193	3
2194	1
2195	4
2196	4
2197	10
2198	4
2199	1
2200	1
2201	3
2202	4
2203	1
2204	2
2205	3
2206	3
2207	3
2208	3
2209	4
2210	3
2211	2
2212	2
2213	3
2214	3
2215	1
2216	3
2217	2
2218	1
2219	5
2220	2
2221	6
2222	5
2223	2
2224	2
2225	3
2226	2
2227	5
2228	3
2229	6
2230	2
2231	2
2232	6
2233	6
2234	4
2235	8
2236	9
2237	3
2238	3
2239	2
2240	2
2241	5
2242	3
2243	2
2245	1
2246	5
2247	1
2248	5
2249	1
2250	5
2251	6
2252	2
2253	4
2254	1
2255	2
2256	4
2257	4
2258	3
2259	4
2260	8
2261	5
2262	4
2263	2
2264	5
2265	4
2266	4
2267	6
2268	2
2269	3
2270	4
2271	3
2272	7
2273	5
2274	5
2275	5
2276	5
2277	5
2278	1
2279	3
2280	5
2281	2
2282	6
2283	3
2284	2
2285	2
2286	2
2287	2
2288	7
2289	5
2290	3
2291	4
2292	4
2293	2
2294	4
2295	4
2296	5
2297	3
2298	5
2299	1
2300	5
2301	2
2302	5
2303	5
2304	6
2305	2
2306	2
2307	3
2308	3
2309	2
2310	7
2311	3
2312	6
2313	5
2314	6
2315	2
2316	1
2317	6
2318	3
2319	3
2320	4
2321	3
2322	5
2323	3
2324	6
2325	6
2326	4
2327	6
2328	3
2329	2
2330	5
2331	3
2332	4
2333	4
2334	2
2335	5
2336	5
2337	4
2338	5
2339	2
2340	1
2341	7
2342	3
2343	2
2344	3
2345	1
2346	1
2347	4
2348	2
2349	4
2350	1
2351	2
2352	4
2353	5
2354	4
2355	3
2356	5
2357	5
2358	4
2359	3
2360	4
2361	3
2362	4
2363	5
2364	2
2365	1
2366	3
2367	3
2368	4
2369	3
2370	3
2371	5
2372	1
2373	5
2374	3
2375	3
2376	2
2377	4
2378	2
2379	5
2380	4
2381	4
2382	4
2383	3
2384	5
2385	3
2386	4
2387	3
2388	4
2389	1
2390	4
2392	3
2393	4
2394	4
2395	1
2396	3
2397	6
2398	5
2399	3
2400	2
2401	4
2402	6
2403	3
2404	3
2405	6
2406	4
2407	2
2408	9
2409	5
2410	8
2411	2
2412	3
2413	4
2414	4
2415	4
2416	3
2417	9
2418	4
2419	3
2420	3
2421	3
2422	3
2423	1
2424	6
2425	3
2426	6
2427	8
2428	6
2429	3
2430	2
2431	4
2432	3
2433	2
2434	3
2435	5
2436	4
2437	6
2438	3
2439	4
2440	3
2441	3
2442	5
2443	4
2444	5
2445	5
2446	2
2447	2
2448	3
2449	6
2450	2
2451	1
2452	9
2453	4
2454	2
2455	3
2456	4
2457	4
2458	1
2459	6
2460	3
2461	5
2462	2
2463	4
2464	4
2465	4
2466	9
2467	9
2468	5
2469	3
2470	1
2471	3
2472	5
2473	5
2474	7
2475	4
2476	4
2477	3
2478	5
2479	1
2480	4
2481	5
2482	7
2483	4
2484	2
2485	3
2486	3
2487	2
2488	3
2489	4
2490	4
2491	3
2493	5
2494	6
2495	3
2496	2
2497	3
2498	6
2499	2
2500	4
2501	3
2502	2
2503	6
2504	4
2505	5
2506	1
2507	1
2509	7
2510	2
2511	2
2512	6
2513	1
2514	5
2515	3
2516	5
2517	7
2518	4
2519	5
2520	5
2521	3
2523	4
2524	3
2525	3
2526	4
2527	3
2528	3
2529	5
2530	4
2531	2
2532	9
2533	3
2534	3
2535	1
2536	6
2537	1
2538	9
2539	10
2540	4
2541	3
2542	2
2543	4
2544	6
2545	6
2546	4
2547	2
2548	3
2549	8
2550	4
2551	2
2552	6
2553	6
2554	6
2555	6
2556	2
2557	3
2560	2
2561	6
2562	11
2563	3
2564	6
2565	3
2566	2
2567	3
2568	10
2569	7
2570	5
2571	5
2572	1
2573	4
2574	1
2575	2
2576	6
2577	4
2578	5
2579	4
2580	5
2581	5
2582	6
2583	5
2584	5
2585	3
2586	8
2587	4
2588	3
2589	8
2590	3
2591	5
2592	4
2593	1
2594	3
2595	3
2596	4
2597	4
2598	2
2600	3
2601	3
2602	8
2603	4
2604	6
2605	5
2606	1
2607	7
2608	1
2609	3
2610	5
2611	5
2612	7
2613	5
2614	2
2615	2
2616	5
2617	4
2618	5
2619	5
2620	8
2621	6
2622	6
2623	2
2624	7
2625	5
2626	6
2627	4
2628	1
2629	6
2630	7
2631	2
2632	3
2633	3
2634	8
2635	6
2636	4
2637	3
2638	4
2639	3
2640	5
2641	10
2642	4
2643	6
2644	4
2645	8
2646	5
2647	6
2648	2
2649	2
2650	3
2651	1
2652	5
2653	6
2654	6
2655	5
2656	3
2657	3
2658	2
2659	4
2660	3
2661	4
2662	3
2663	4
2664	1
2665	3
2666	4
2667	2
2668	2
2669	4
2670	4
2671	4
2672	3
2673	3
2674	6
2675	2
2676	3
2677	6
2678	5
2679	1
2680	8
2681	5
2682	6
2683	5
2684	5
2685	3
2686	3
2687	1
2688	6
2689	5
2690	2
2691	3
2692	11
2693	3
2694	6
2695	3
2696	5
2697	5
2698	6
2699	3
2700	4
2701	10
2702	7
2703	3
2704	8
2705	5
2706	5
2707	6
2708	6
2709	6
2710	6
2711	3
2712	6
2713	2
2714	5
2715	5
2716	8
2717	4
2718	5
2719	2
2720	5
2721	7
2722	1
2723	4
2724	8
2725	4
2726	2
2727	1
2728	6
2729	8
2730	8
2731	7
2732	8
2733	6
2734	4
2735	3
2736	5
2737	5
2738	2
2739	2
2740	9
2741	6
2742	8
2743	1
2744	5
2745	3
2746	10
2747	6
2748	8
2749	5
2750	3
2751	8
2752	3
2753	4
2754	2
2755	10
2756	6
2757	3
2758	5
2759	1
2760	2
2761	6
2762	6
2763	7
2764	4
2765	4
2766	8
2767	5
2768	7
2769	4
2770	5
2771	7
2772	7
2773	9
2774	8
2775	5
2776	2
2777	4
2778	6
2779	10
2780	13
2781	5
2782	6
2783	1
2784	3
2785	7
2786	5
2787	12
2788	5
2789	4
2790	5
2791	3
2792	4
2793	7
2794	4
2795	7
2796	6
2797	9
2798	8
2799	1
2800	5
2801	8
2802	10
2803	6
2804	7
2805	5
2806	5
2807	3
2808	13
2809	12
2810	4
2811	12
2812	7
2813	10
2814	4
2815	13
2816	7
2817	6
2818	10
2819	9
2820	10
2821	11
2822	8
2823	1
2824	10
2825	8
2826	8
2827	9
2828	8
2829	8
2830	6
2831	8
2832	4
2833	3
2834	9
2835	7
2836	6
2837	12
2838	15
2839	4
2840	10
2841	11
2842	5
2843	7
2844	11
2845	4
2846	8
2847	5
2848	11
2849	9
2850	7
2851	11
2852	8
2853	3
2854	9
2855	10
2856	18
2857	12
2858	8
2859	11
2860	9
2861	9
2862	5
2863	8
2864	10
2865	16
2866	11
2867	13
2868	7
2869	13
2870	11
2871	3
2872	12
2873	9
2874	10
2875	13
2876	7
2877	8
2878	6
2879	3
2880	10
2881	14
2882	13
2883	14
2884	19
2885	13
2886	16
2887	11
2888	14
2889	13
2890	13
2891	16
2892	9
2893	21
2894	19
2895	18
2896	14
2897	21
2898	20
2899	18
2900	13
2901	13
2902	15
2903	10
2904	26
2905	22
2906	17
2907	24
2908	30
2909	28
2910	23
2911	36
2912	36
2913	43
2914	35
2915	42
2916	67
2917	31
2918	33
2919	12
2920	14
2921	8
2922	4
2923	6
2924	5
2925	2
2926	3
2928	1
2929	1
2937	1
2949	1
